Cu,Fe,Cr,Al,Si,Pb,Sn,Ni,Na,B,P,Zn,Mo,Ca,Mg,TBN,V100,V40,OXI,TAN,delta_visc_40,metal_sum,iron_to_copper_ratio,water_flag,antifreeze_flag,label
7,13,0,1,4,21,2,0,9,1,61,56,1,357,0,2.94,15.96,157.0,5,0.15,7.0,44,1.86,0,0,normal
4,3,0,1,3,19,5,0,6,5,57,24,0,425,2,2.05,13.32,149.8,10,0.14,-0.1999999999999886,32,0.75,0,0,oil_change_needed
6,9,0,1,2,20,3,0,0,3,50,82,0,254,4,2.58,14.79,166.7,5,0.17,16.69999999999999,39,1.5,0,0,oil_change_needed
3,10,0,0,2,25,2,0,5,0,60,39,0,128,1,0.99,16.05,153.8,2,0.05,3.8000000000000114,40,3.33,0,0,oil_change_needed
2,12,0,1,1,20,3,0,15,3,32,25,3,288,1,1.69,14.35,143.4,12,0.18,-6.599999999999994,38,6.0,0,0,oil_change_needed
5,8,0,0,3,11,0,0,4,1,56,75,0,223,3,2.34,15.65,148.4,3,0.1,-1.5999999999999943,24,1.6,0,0,normal
5,8,0,3,1,18,2,1,7,2,50,10,2,375,2,0.8,12.24,168.0,10,-0.02,18.0,36,1.6,0,0,sludge_formation
6,9,1,2,3,21,5,0,1,1,36,58,0,255,1,3.7,14.28,186.3,14,0.13,36.30000000000001,44,1.5,0,0,oil_change_needed
6,9,1,3,2,22,2,0,2,3,42,31,0,185,3,1.93,16.12,156.0,1,0.03,6.0,43,1.5,0,0,normal
4,8,0,0,3,14,4,0,14,4,33,38,0,343,3,1.73,14.94,141.5,5,-0.01,-8.5,30,2.0,0,0,normal
9,12,0,1,1,23,2,0,9,3,36,77,2,278,4,2.34,12.4,154.9,0,0.08,4.900000000000006,47,1.33,0,0,normal
7,5,1,2,4,22,6,0,13,0,55,87,0,414,2,2.62,14.04,147.5,13,0.14,-2.5,43,0.71,0,0,normal
4,11,0,0,1,15,1,0,4,3,58,75,3,151,1,2.6,10.31,166.2,0,0.28,16.19999999999999,31,2.75,0,0,sludge_formation
4,12,0,2,0,18,4,0,3,4,33,96,0,346,1,2.12,14.81,152.3,12,0.16,2.300000000000012,40,3.0,0,0,normal
4,13,1,0,1,22,1,0,7,2,56,17,0,392,3,2.67,12.65,151.8,5,0.1,1.8000000000000114,41,3.25,1,0,water_contamination
6,11,0,0,1,12,1,0,2,5,68,22,0,218,1,2.04,14.96,171.9,2,0.07,21.90000000000001,30,1.83,0,0,oil_change_needed
2,10,0,4,2,18,4,1,2,3,34,61,2,452,1,3.3,15.94,152.5,3,0.11,2.5,38,5.0,0,0,normal
7,9,0,0,2,25,4,0,18,2,48,75,2,136,7,1.49,15.1,151.7,7,0.08,1.6999999999999886,45,1.29,0,0,normal
6,7,0,1,1,24,4,1,5,6,50,52,2,258,4,2.42,15.14,158.9,14,0.15,8.900000000000006,42,1.17,0,0,normal
5,8,0,4,3,13,3,0,1,3,66,67,0,339,1,2.27,16.67,157.4,7,0.09,7.400000000000006,33,1.6,0,0,normal
2,20,1,1,3,15,0,0,6,4,31,65,0,474,3,1.97,16.68,145.5,8,0.12,-4.5,39,10.0,0,0,normal
4,10,0,0,1,25,2,1,0,5,41,81,0,352,1,2.3,13.99,159.1,5,0.18,9.099999999999994,41,2.5,0,0,normal
4,8,1,1,2,13,1,1,17,3,50,52,3,210,0,2.09,16.95,146.0,7,0.11,-4.0,28,2.0,0,0,normal
7,15,0,3,3,19,2,1,0,6,64,52,1,439,2,0.48,15.07,140.7,13,0.05,-9.300000000000011,46,2.14,0,0,oil_change_needed
3,11,0,1,6,20,5,0,19,3,49,52,0,205,5,3.43,17.45,158.3,1,0.15,8.300000000000011,40,3.67,0,0,dirt_in_oil
1,11,0,2,0,16,1,0,1,6,58,73,2,124,0,2.84,11.83,169.6,4,0.13,19.599999999999994,31,11.0,0,1,oil_change_needed
5,9,0,3,1,28,4,0,13,4,49,67,2,475,3,2.52,13.18,155.8,3,0.15,5.800000000000011,49,1.8,0,0,normal
7,8,0,1,3,23,1,0,12,3,54,51,1,160,2,2.62,9.9,166.5,0,0.15,16.5,40,1.14,0,0,oil_change_needed
3,9,0,0,3,20,0,0,3,3,43,39,3,404,1,2.0,14.44,160.7,10,0.14,10.699999999999989,32,3.0,0,0,normal
9,9,0,1,1,17,2,0,16,0,31,77,1,128,1,1.94,14.97,166.7,2,0.08,16.69999999999999,38,1.0,0,0,oil_change_needed
5,6,0,1,2,16,1,0,0,2,66,40,2,258,3,2.19,11.95,167.0,11,-0.04,17.0,29,1.2,0,0,oil_change_needed
5,18,0,0,4,25,0,0,16,3,68,43,1,400,4,1.38,12.19,152.1,13,0.14,2.0999999999999943,48,3.6,0,0,normal
2,5,0,0,2,17,2,0,9,0,49,17,0,274,1,2.45,15.31,130.2,0,0.07,-19.80000000000001,26,2.5,0,0,oil_change_needed
2,18,0,0,1,30,2,0,10,0,55,40,0,162,1,2.07,12.71,146.6,6,0.11,-3.4000000000000057,52,9.0,0,0,normal
3,9,1,0,3,24,5,1,11,3,53,17,1,398,3,2.2,14.67,183.3,12,0.08,33.30000000000001,42,3.0,0,0,oil_change_needed
4,10,0,5,2,21,4,0,14,0,60,92,2,384,2,1.5,14.26,151.6,4,0.06,1.5999999999999943,44,2.5,0,0,normal
7,14,0,0,1,31,2,0,4,1,49,26,1,382,3,2.9,14.55,153.3,0,0.11,3.300000000000012,54,2.0,0,0,machine_depreciation
3,4,1,2,2,29,3,1,0,2,52,93,2,243,2,2.88,13.81,139.8,3,-0.03,-10.199999999999989,42,1.33,0,0,normal
4,14,1,1,0,23,0,1,8,4,45,27,0,414,1,-0.66,14.17,164.2,6,0.14,14.199999999999989,43,3.5,0,0,oil_change_needed
9,8,0,5,1,27,2,0,11,4,44,12,2,464,3,4.54,12.65,151.2,11,0.08,1.1999999999999886,51,0.89,0,0,oil_change_needed
4,10,1,2,1,30,1,1,4,4,51,57,1,284,5,3.19,14.27,137.1,2,0.16,-12.900000000000006,48,2.5,0,0,normal
3,8,0,2,1,11,3,0,13,5,48,99,2,276,3,2.46,14.83,156.4,0,0.06,6.400000000000006,27,2.67,0,0,normal
7,9,0,0,1,20,1,1,16,4,55,33,1,392,1,3.35,15.64,146.8,6,0.11,-3.1999999999999886,37,1.29,0,0,normal
5,7,0,2,3,18,1,1,17,3,43,78,0,241,1,-0.17,13.63,143.9,2,0.06,-6.099999999999994,33,1.4,0,0,oil_change_needed
4,15,0,2,1,16,1,0,6,3,48,98,1,480,2,0.46,14.85,157.0,7,0.04,7.0,38,3.75,0,0,oil_change_needed
4,12,1,1,1,28,6,0,10,2,60,99,0,405,2,0.9,15.82,157.4,3,0.05,7.400000000000006,52,3.0,0,0,oil_change_needed
3,12,0,0,0,19,1,0,13,1,68,32,0,254,1,1.02,13.14,147.1,5,0.1,-2.9000000000000057,35,4.0,0,0,normal
6,15,0,0,2,13,3,0,0,3,61,50,2,272,1,0.25,14.81,145.4,2,0.1,-4.599999999999994,37,2.5,0,0,oil_change_needed
5,12,0,2,3,22,2,0,2,4,51,75,0,481,2,3.45,14.44,148.6,6,0.09,-1.4000000000000057,43,2.4,0,0,normal
4,10,1,0,1,31,3,0,0,2,68,31,2,485,3,1.3,13.67,153.3,0,0.11,3.300000000000012,49,2.5,0,0,machine_depreciation
8,7,1,0,0,21,1,0,18,1,61,97,2,432,3,3.05,15.35,147.1,9,0.12,-2.9000000000000057,38,0.88,1,0,water_contamination
2,16,1,0,2,24,1,0,0,2,69,63,0,315,1,3.33,15.06,176.7,4,0.1,26.69999999999999,44,8.0,0,0,oil_change_needed
2,12,0,1,2,17,0,1,14,4,54,27,0,108,1,1.67,15.84,144.7,2,0.09,-5.300000000000011,32,6.0,0,0,oil_change_needed
3,8,0,0,1,17,4,0,2,4,36,35,0,350,0,2.65,14.07,138.5,4,0.12,-11.5,32,2.67,0,0,normal
7,8,0,1,1,23,0,0,1,2,38,73,3,188,2,2.27,17.3,145.4,2,0.21,-4.599999999999994,39,1.14,0,0,sludge_formation
6,9,1,1,0,21,2,0,18,1,68,37,0,427,4,3.63,13.83,167.7,8,0.07,17.69999999999999,40,1.5,0,0,oil_change_needed
4,16,0,1,1,26,2,0,14,2,46,67,0,109,4,2.59,14.26,150.6,6,0.02,0.5999999999999943,49,4.0,0,0,normal
1,8,1,0,4,23,3,0,16,5,41,87,0,332,3,3.06,13.15,137.5,4,0.01,-12.5,36,8.0,0,0,normal
3,12,1,3,2,23,1,0,6,0,37,49,0,393,3,2.24,15.13,173.4,8,0.1,23.40000000000001,43,4.0,0,0,oil_change_needed
4,10,1,1,1,22,1,1,16,4,40,48,4,207,1,1.75,16.7,165.5,0,0.11,15.5,39,2.5,0,0,oil_change_needed
3,13,0,1,3,17,5,0,17,3,53,93,1,180,4,2.18,11.74,157.8,1,0.16,7.800000000000011,39,4.33,0,0,normal
7,17,0,0,1,24,2,0,8,3,60,80,1,310,6,0.41,14.15,167.9,12,0.07,17.900000000000006,50,2.43,0,0,sludge_formation
9,6,1,1,1,11,3,1,15,9,37,53,0,217,3,1.01,15.03,144.4,9,0.17,-5.599999999999994,31,0.67,0,0,normal
3,10,1,0,2,25,3,0,18,7,57,62,1,447,3,2.64,14.04,176.6,2,0.16,26.599999999999994,42,3.33,0,0,oil_change_needed
4,12,0,1,2,22,3,1,60,4,65,62,3,481,4,3.0,14.02,164.3,1,0.08,14.300000000000011,42,3.0,0,0,water_contamination
9,19,0,2,2,25,4,0,5,4,43,97,1,356,3,0.44,16.79,157.5,5,0.03,7.5,59,2.11,0,0,oil_change_needed
3,14,0,0,4,15,1,0,15,2,35,91,0,145,1,2.42,13.89,156.7,3,0.15,6.699999999999989,33,4.67,0,0,normal
2,16,1,1,1,16,4,0,18,1,42,33,2,400,0,1.92,15.28,145.0,10,0.14,-5.0,40,8.0,0,0,normal
6,13,0,1,0,18,1,0,7,3,37,26,0,492,2,1.4,12.85,150.9,1,0.02,0.9000000000000057,39,2.17,0,0,oil_change_needed
2,10,1,3,2,19,1,0,13,0,34,13,2,124,1,2.13,18.58,146.1,12,0.13,-3.9000000000000057,36,5.0,0,0,oil_change_needed
3,15,1,1,2,16,0,0,19,2,64,50,0,310,3,-0.35,15.79,160.5,9,0.1,10.5,36,5.0,0,0,oil_change_needed
5,9,0,2,3,21,6,0,18,5,43,55,1,407,0,2.2,13.61,142.5,8,0.06,-7.5,43,1.8,0,0,normal
5,11,1,0,5,23,4,0,6,0,64,83,2,137,4,2.17,15.08,181.1,3,0.11,31.099999999999994,44,2.2,0,0,oil_change_needed
4,12,0,0,5,28,1,0,11,0,41,89,0,396,3,2.66,14.31,153.9,6,0.15,3.9000000000000057,45,3.0,0,0,normal
3,13,0,0,1,16,0,0,4,1,39,39,0,392,3,1.91,14.29,148.3,7,0.13,-1.6999999999999886,32,4.33,0,0,normal
7,13,0,1,4,16,0,0,2,1,68,60,2,306,1,2.39,15.89,162.2,3,0.14,12.199999999999989,37,1.86,0,0,oil_change_needed
7,10,0,0,6,25,2,0,11,3,37,23,3,335,3,1.51,13.96,153.3,8,0.1,3.300000000000012,44,1.43,0,0,dirt_in_oil
3,6,0,3,3,16,0,1,8,2,41,84,0,278,2,3.14,14.3,173.5,5,0.07,23.5,28,2.0,0,0,oil_change_needed
7,7,0,0,4,14,4,0,19,5,56,57,1,444,0,1.08,12.87,149.5,9,0.11,-0.5,32,1.0,0,0,normal
6,10,0,0,3,30,2,0,0,1,63,98,1,490,1,1.87,12.17,154.5,9,0.11,4.5,48,1.67,0,0,normal
8,13,0,0,0,13,2,1,16,5,54,12,0,330,1,1.63,14.58,157.7,2,0.12,7.699999999999989,36,1.62,0,0,oil_change_needed
3,7,0,6,1,26,0,0,14,5,42,96,1,376,0,1.29,13.84,152.4,8,0.09,2.4000000000000057,42,2.33,0,0,normal
3,12,0,0,1,26,0,0,13,3,54,90,1,350,1,-0.96,13.31,159.6,8,0.21,9.599999999999994,41,4.0,0,0,sludge_formation
3,7,0,0,0,31,1,0,0,2,37,25,1,321,1,1.28,14.01,135.8,14,0.1,-14.199999999999989,42,2.33,0,0,machine_depreciation
4,11,1,0,2,23,3,0,0,3,32,56,1,474,1,0.58,17.02,161.8,7,0.04,11.800000000000011,42,2.75,0,0,oil_change_needed
7,11,0,1,1,25,3,0,18,6,61,62,3,258,5,1.95,17.33,164.8,10,0.18,14.800000000000011,47,1.57,0,0,oil_change_needed
2,8,1,0,1,15,1,0,18,2,56,77,1,437,1,1.7,12.95,171.0,9,0.05,21.0,27,4.0,0,0,oil_change_needed
9,6,0,0,3,32,1,0,2,1,34,80,0,442,2,3.08,12.85,153.7,10,0.11,3.6999999999999886,48,0.67,0,0,machine_depreciation
3,10,1,1,6,16,2,0,14,1,64,22,0,173,3,3.99,11.96,176.6,3,0.14,26.599999999999994,33,3.33,0,0,dirt_in_oil
4,11,1,2,4,19,1,0,6,2,39,32,1,384,4,2.2,13.87,146.2,8,0.18,-3.8000000000000114,38,2.75,0,0,normal
7,9,0,1,3,20,2,0,14,4,40,42,0,362,2,2.18,13.93,157.4,9,0.0,7.400000000000006,39,1.29,0,0,normal
4,16,0,1,4,17,0,0,5,2,67,10,1,303,2,2.05,12.88,151.0,3,0.04,1.0,38,4.0,0,0,oil_change_needed
2,10,1,0,1,21,1,0,60,5,66,83,0,475,4,2.46,16.78,154.3,14,0.11,4.300000000000011,35,5.0,0,0,water_contamination
6,13,0,1,0,14,2,0,16,3,36,32,0,217,2,1.2,15.09,157.8,10,0.17,7.800000000000011,36,2.17,0,0,normal
9,14,0,1,3,22,5,0,9,4,62,49,1,339,4,3.75,14.25,168.1,2,0.13,18.099999999999994,51,1.56,0,0,oil_change_needed
4,13,0,1,3,23,0,0,16,5,32,16,0,113,3,1.3,16.7,147.8,2,0.03,-2.1999999999999886,41,3.25,0,0,oil_change_needed
5,13,0,1,1,26,2,0,10,3,66,42,0,157,1,2.89,15.57,155.2,12,0.11,5.199999999999989,47,2.6,0,0,normal
3,6,1,1,0,14,4,0,11,5,50,81,2,248,0,1.93,12.89,153.3,3,0.08,3.300000000000012,29,2.0,0,0,normal
4,14,1,1,2,25,2,1,10,1,51,64,3,317,0,2.74,10.84,173.4,8,0.11,23.40000000000001,47,3.5,0,0,oil_change_needed
6,11,1,0,1,24,2,1,1,3,39,89,3,202,4,0.87,16.53,144.5,8,0.16,-5.5,44,1.83,0,0,oil_change_needed
3,10,0,1,2,21,0,0,12,3,58,56,1,477,1,2.1,13.71,156.7,5,0.12,6.699999999999989,35,3.33,0,0,normal
4,11,0,0,0,20,2,0,3,4,49,52,1,367,1,1.83,10.44,151.6,6,0.06,1.5999999999999943,37,2.75,0,0,normal
11,13,1,0,0,15,1,0,16,4,39,38,1,258,1,2.07,11.32,162.5,6,0.04,12.5,41,1.18,0,0,oil_change_needed
3,6,0,2,1,13,2,0,1,2,38,66,2,164,3,2.7,14.38,156.6,9,0.05,6.599999999999994,26,2.0,0,0,normal
4,8,0,1,1,15,0,0,15,3,53,48,0,167,1,1.98,14.82,165.0,8,0.1,15.0,28,2.0,0,0,oil_change_needed
2,12,1,1,2,18,1,0,18,4,38,11,0,354,2,2.56,13.94,141.9,2,0.07,-8.099999999999994,35,6.0,0,0,oil_change_needed
4,16,1,0,2,22,2,0,9,3,66,73,0,192,2,1.45,15.05,148.3,13,0.17,-1.6999999999999886,45,4.0,0,0,normal
6,11,0,1,4,23,3,0,7,1,45,84,1,315,1,2.73,13.52,147.0,4,0.14,-3.0,44,1.83,0,0,normal
1,11,1,1,3,22,3,0,2,5,63,46,1,302,1,2.64,13.26,142.0,2,0.09,-8.0,39,11.0,0,0,normal
5,9,0,1,2,23,2,0,18,4,50,49,0,162,0,3.18,14.19,167.6,2,0.15,17.599999999999994,40,1.8,0,0,oil_change_needed
6,7,0,0,1,16,0,0,10,2,60,13,2,117,2,1.86,15.2,163.2,3,0.18,13.199999999999989,29,1.17,0,0,oil_change_needed
2,8,0,1,5,19,3,0,1,2,40,53,1,478,0,3.6,16.21,151.3,3,0.11,1.3000000000000114,33,4.0,0,0,normal
7,8,1,2,2,15,3,0,8,4,47,46,3,480,1,1.57,13.14,149.0,11,0.17,-1.0,36,1.14,1,1,water_contamination
6,4,0,2,0,20,5,1,2,3,36,82,1,496,4,2.81,14.4,154.0,12,0.12,4.0,37,0.67,0,0,normal
4,5,0,1,6,17,0,0,12,4,61,57,1,474,4,4.7,14.14,175.0,11,0.14,25.0,27,1.25,0,0,oil_change_needed
4,7,0,1,1,27,2,0,0,6,54,21,1,226,3,4.2,13.53,146.2,8,0.15,-3.8000000000000114,41,1.75,0,0,oil_change_needed
5,18,0,1,1,21,2,0,0,3,66,20,0,438,2,1.33,15.14,144.9,5,0.05,-5.099999999999994,47,3.6,0,0,oil_change_needed
5,9,0,0,3,22,2,1,1,6,42,52,1,159,2,3.4,17.82,163.5,12,0.13,13.5,38,1.8,0,0,oil_change_needed
2,11,0,1,2,20,1,1,17,2,66,93,3,167,3,-1.09,15.3,151.2,10,0.15,1.1999999999999886,35,5.5,0,0,oil_change_needed
8,7,0,2,1,22,2,1,9,3,51,39,1,489,2,0.23,15.92,150.7,5,0.24,0.6999999999999886,41,0.88,0,0,sludge_formation
3,7,0,0,1,21,1,0,16,7,69,74,0,153,3,2.26,13.41,158.3,10,0.06,8.300000000000011,32,2.33,0,0,normal
4,8,0,2,1,21,1,0,1,5,53,94,1,110,0,3.83,15.51,145.9,6,0.12,-4.099999999999994,36,2.0,0,0,normal
5,7,0,1,1,22,1,0,9,4,50,22,0,122,1,1.37,14.98,158.0,8,0.13,8.0,36,1.4,1,0,water_contamination
6,13,1,1,1,25,1,0,5,3,49,74,2,380,2,2.82,14.77,158.7,8,0.07,8.699999999999989,47,2.17,0,0,normal
4,9,0,1,2,21,2,0,7,3,50,76,1,207,0,1.32,15.28,162.4,7,0.04,12.400000000000006,37,2.25,0,0,oil_change_needed
5,11,1,0,2,22,0,0,17,1,41,26,2,451,2,1.24,17.49,165.4,14,0.13,15.400000000000006,39,2.2,0,0,sludge_formation
3,10,0,1,4,29,0,0,8,4,52,93,0,403,4,1.2,13.06,157.8,2,0.18,7.800000000000011,43,3.33,0,0,normal
6,2,0,1,2,19,2,0,0,5,54,63,0,466,0,0.76,12.23,148.6,5,0.1,-1.4000000000000057,30,0.33,0,0,oil_change_needed
8,13,0,1,3,24,3,0,8,4,38,28,0,177,5,3.5,13.42,156.8,12,0.13,6.800000000000011,49,1.62,0,0,oil_change_needed
4,8,0,2,3,22,4,0,11,3,35,59,0,230,4,3.27,15.62,155.7,13,0.12,5.699999999999989,40,2.0,0,0,normal
6,12,0,2,2,16,2,1,10,2,53,19,0,410,2,3.26,14.68,170.6,9,0.13,20.599999999999994,38,2.0,0,0,oil_change_needed
3,12,0,0,1,19,3,1,8,5,64,34,1,297,3,2.67,17.19,172.6,12,0.13,22.599999999999994,37,4.0,0,0,oil_change_needed
10,9,1,0,1,16,0,1,5,2,66,36,1,106,1,1.73,15.94,132.4,13,0.11,-17.599999999999994,36,0.9,0,0,normal
3,10,0,1,4,15,6,0,8,1,47,61,1,376,3,0.88,14.68,172.4,4,0.11,22.40000000000001,35,3.33,0,0,sludge_formation
2,9,0,4,1,21,4,0,4,0,62,76,1,396,2,2.11,15.11,133.3,13,0.13,-16.69999999999999,40,4.5,0,0,normal
4,9,0,1,2,20,2,0,17,0,53,77,0,266,1,1.9,13.58,152.7,13,0.07,2.6999999999999886,36,2.25,0,0,normal
8,7,1,0,3,18,4,1,19,4,54,92,1,246,0,0.64,13.76,148.8,1,0.09,-1.1999999999999886,38,0.88,0,0,oil_change_needed
4,12,1,0,2,20,1,1,0,5,39,57,1,237,1,1.92,12.86,153.4,9,0.11,3.4000000000000057,38,3.0,1,0,water_contamination
5,10,0,1,0,25,1,0,3,2,60,24,0,164,1,1.55,14.79,138.4,9,0.21,-11.599999999999994,42,2.0,0,0,sludge_formation
2,9,0,3,1,22,1,0,15,0,40,12,0,268,1,3.19,15.32,152.2,11,0.1,2.1999999999999886,37,4.5,0,1,oil_change_needed
9,9,0,0,1,13,3,0,0,5,67,78,1,258,2,1.75,14.32,146.0,5,0.12,-4.0,34,1.0,0,0,normal
5,11,0,0,3,23,3,1,0,9,60,70,0,240,2,1.0,15.71,139.4,12,0.14,-10.599999999999994,42,2.2,0,0,normal
6,9,1,1,1,18,2,0,19,0,32,11,0,277,4,1.43,15.48,160.3,1,0.11,10.300000000000011,37,1.5,0,0,oil_change_needed
3,10,0,2,3,26,3,0,19,2,49,12,3,178,1,3.34,15.42,156.2,11,0.08,6.199999999999989,44,3.33,0,0,oil_change_needed
5,13,1,1,4,22,1,0,6,5,46,23,2,491,4,0.86,13.93,159.0,10,0.06,9.0,43,2.6,1,0,water_contamination
7,14,0,0,3,26,1,0,10,3,37,57,2,384,2,1.72,10.56,141.6,6,0.16,-8.400000000000006,48,2.0,0,0,normal
6,7,1,1,4,18,3,0,8,1,40,53,0,390,4,0.73,15.4,166.0,8,0.08,16.0,36,1.17,0,0,sludge_formation
3,8,0,3,2,19,1,0,17,2,31,11,1,170,0,1.53,11.13,162.4,7,0.05,12.400000000000006,34,2.67,0,0,oil_change_needed
9,5,0,0,0,17,1,0,13,3,41,69,2,442,1,0.66,13.68,136.3,2,0.05,-13.699999999999989,32,0.56,0,0,oil_change_needed
3,13,0,1,0,25,4,0,16,5,52,91,0,468,0,0.0,16.14,169.9,2,0.05,19.90000000000001,46,4.33,0,0,sludge_formation
4,11,1,2,2,19,2,1,14,0,45,77,1,229,1,2.46,16.76,157.2,5,0.13,7.199999999999989,39,2.75,0,0,normal
2,6,1,0,0,22,0,0,3,2,55,43,0,262,2,2.97,14.76,160.0,14,-0.03,10.0,31,3.0,0,0,normal
6,12,0,0,2,15,0,0,7,5,42,95,0,326,1,3.2,16.01,143.9,12,0.03,-6.099999999999994,33,2.0,0,0,normal
3,10,1,2,4,19,2,0,3,3,59,81,1,183,7,1.02,14.98,152.6,8,0.19,2.5999999999999943,37,3.33,0,0,oil_change_needed
6,9,0,2,0,20,1,0,15,2,62,71,0,122,2,1.32,15.88,150.0,0,0.09,0.0,38,1.5,0,0,normal
6,16,0,0,1,17,2,0,7,2,67,82,0,134,5,-0.07,14.39,145.6,0,0.14,-4.400000000000006,41,2.67,0,0,oil_change_needed
6,6,0,1,2,16,0,1,18,5,54,59,0,189,1,3.07,10.6,149.4,11,0.09,-0.5999999999999943,29,1.0,0,0,normal
7,10,0,1,5,24,3,0,13,5,59,52,0,197,0,1.51,16.53,157.9,4,0.1,7.900000000000006,45,1.43,0,0,normal
6,7,0,2,2,26,3,0,3,3,34,57,1,234,1,0.93,13.55,151.2,4,0.1,1.1999999999999886,44,1.17,0,0,oil_change_needed
3,23,0,0,3,15,1,0,1,3,61,40,2,216,1,0.64,13.89,159.4,13,0.12,9.400000000000006,42,7.67,0,0,oil_change_needed
7,4,0,3,2,23,4,0,19,5,63,68,1,396,2,1.63,12.32,156.7,10,0.1,6.699999999999989,41,0.57,0,0,normal
8,14,1,2,2,16,0,0,1,3,30,28,0,352,1,2.68,16.41,151.8,6,0.09,1.8000000000000114,41,1.75,0,0,oil_change_needed
5,8,1,0,1,13,0,0,9,4,32,19,1,452,2,1.24,14.9,159.3,3,0.04,9.300000000000011,27,1.6,0,0,oil_change_needed
7,7,1,0,3,17,3,0,18,1,35,88,0,312,0,2.61,15.28,156.2,12,0.12,6.199999999999989,35,1.0,0,0,normal
5,9,0,2,2,24,2,1,5,2,47,73,1,266,3,3.38,10.95,153.4,10,0.1,3.4000000000000057,42,1.8,0,0,normal
3,6,0,0,3,16,4,0,16,2,39,68,1,398,3,1.98,12.83,156.4,7,0.08,6.400000000000006,29,2.0,0,0,normal
4,8,0,0,1,16,3,1,4,4,38,97,0,345,4,3.76,13.47,143.0,2,0.08,-7.0,31,2.0,0,0,normal
2,10,0,0,0,16,1,0,10,3,55,54,0,145,3,2.14,13.53,153.5,4,0.04,3.5,29,5.0,0,0,normal
5,4,0,2,2,20,0,1,8,5,63,52,0,334,1,3.42,15.19,147.2,12,0.07,-2.800000000000012,31,0.8,0,0,normal
5,14,0,1,0,11,1,0,8,1,52,55,0,341,2,1.32,15.55,158.8,7,0.01,8.800000000000011,32,2.8,0,0,normal
9,11,0,0,3,21,4,0,9,5,35,45,2,187,0,2.6,16.52,159.1,1,0.1,9.099999999999994,45,1.22,0,0,normal
4,11,1,1,3,21,0,0,1,2,53,69,0,252,4,4.29,13.08,154.2,1,0.14,4.199999999999989,38,2.75,0,0,normal
8,13,0,1,1,31,0,0,12,6,52,35,1,313,4,2.62,13.52,161.9,4,0.15,11.900000000000006,53,1.62,0,0,machine_depreciation
7,13,1,2,1,26,0,0,7,0,65,25,1,358,4,1.49,14.03,159.4,4,0.06,9.400000000000006,49,1.86,0,0,oil_change_needed
3,8,0,0,0,21,3,0,8,3,66,69,2,149,2,-0.49,16.19,168.0,12,0.08,18.0,35,2.67,0,0,sludge_formation
5,10,0,1,1,15,2,0,17,5,34,58,5,147,0,2.23,13.1,161.1,9,0.14,11.099999999999994,33,2.0,1,0,water_contamination
9,4,1,5,4,21,0,1,10,3,54,23,1,453,2,1.76,13.71,156.9,11,0.13,6.900000000000006,40,0.44,0,0,oil_change_needed
5,12,0,1,1,22,3,0,13,1,66,51,2,376,1,3.0,17.09,152.9,5,0.1,2.9000000000000057,43,2.4,0,1,normal
7,5,0,1,1,16,1,0,2,2,48,89,1,118,3,3.61,18.06,137.8,10,0.09,-12.199999999999989,30,0.71,0,0,normal
6,10,0,1,3,13,2,1,17,2,32,86,2,315,3,1.38,15.22,150.7,5,0.09,0.6999999999999886,32,1.67,0,0,normal
7,17,1,1,4,22,1,0,10,4,33,90,2,106,1,2.28,17.58,146.2,9,0.1,-3.8000000000000114,49,2.43,0,0,normal
6,8,1,0,0,28,2,0,6,0,68,36,1,211,1,2.27,13.38,138.9,8,0.07,-11.099999999999994,45,1.33,0,0,normal
2,4,0,1,1,20,1,0,13,4,30,16,0,184,1,1.49,12.97,145.5,0,0.18,-4.5,28,2.0,0,0,oil_change_needed
4,7,0,1,4,32,3,0,2,3,54,77,2,193,2,2.49,16.67,154.7,7,0.05,4.699999999999989,47,1.75,0,0,machine_depreciation
5,14,1,0,0,23,2,1,18,5,57,35,0,319,1,0.55,15.62,161.1,6,0.01,11.099999999999994,45,2.8,0,0,oil_change_needed
2,9,1,0,1,23,1,0,5,5,44,59,1,412,1,1.92,14.44,147.1,7,0.12,-2.9000000000000057,36,4.5,0,0,normal
4,10,1,0,1,17,2,0,4,3,30,44,0,273,1,-0.31,14.42,160.4,1,0.19,10.400000000000006,34,2.5,0,0,oil_change_needed
2,16,0,0,2,16,1,0,13,2,69,25,0,427,1,1.14,12.86,185.1,1,0.06,35.099999999999994,35,8.0,0,0,sludge_formation
5,7,0,0,2,23,4,1,5,1,34,67,0,285,5,0.85,13.78,159.3,4,0.05,9.300000000000011,39,1.4,1,0,water_contamination
9,14,0,1,3,17,4,0,14,5,43,72,0,454,1,1.65,14.9,160.0,14,0.21,10.0,45,1.56,0,0,sludge_formation
6,10,0,0,3,18,1,0,4,5,41,72,0,154,1,1.63,14.41,152.4,6,0.15,2.4000000000000057,35,1.67,0,0,normal
2,9,1,1,1,24,0,0,13,5,44,63,0,446,2,0.76,13.84,160.2,5,0.04,10.199999999999989,37,4.5,0,0,oil_change_needed
1,9,0,3,1,17,2,0,6,6,68,44,0,172,2,3.03,15.64,161.6,13,0.12,11.599999999999994,32,9.0,0,0,normal
1,7,1,1,0,30,0,0,18,4,69,60,4,117,3,2.34,14.5,151.3,0,0.07,1.3000000000000114,40,7.0,0,0,normal
